-,60,_
3081,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:826,force_strike:88,skill_1:1505,skill_2:0,skill_3:0,team_buff:660
2730,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:706,force_strike:75,skill_1:1287,skill_2:0,skill_3:0,team_buff:660
-,180,k
3389,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:909,force_strike:96,skill_1:1656,skill_2:0,skill_3:0,team_buff:727
3003,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:777,force_strike:82,skill_1:1416,skill_2:0,skill_3:0,team_buff:727
-,180,r
3359,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:826,force_strike:88,skill_1:1731,skill_2:0,skill_3:0,team_buff:713
2976,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:706,force_strike:75,skill_1:1480,skill_2:0,skill_3:0,team_buff:713
-,180,kr
3695,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:909,force_strike:96,skill_1:1904,skill_2:0,skill_3:0,team_buff:785
3273,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:777,force_strike:82,skill_1:1628,skill_2:0,skill_3:0,team_buff:785
-,180,d
3285,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:880,force_strike:93,skill_1:1604,skill_2:0,skill_3:0,team_buff:707
2919,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:755,force_strike:80,skill_1:1376,skill_2:0,skill_3:0,team_buff:707
-,180,kd
3614,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:968,force_strike:103,skill_1:1764,skill_2:0,skill_3:0,team_buff:777
3211,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:830,force_strike:88,skill_1:1513,skill_2:0,skill_3:0,team_buff:777
-,180,b
3219,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:830,force_strike:103,skill_1:1505,skill_2:0,skill_3:0,team_buff:780
2866,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:709,force_strike:88,skill_1:1287,skill_2:0,skill_3:0,team_buff:780
-,180,kb
3541,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:913,force_strike:114,skill_1:1656,skill_2:0,skill_3:0,team_buff:858
3152,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:780,force_strike:97,skill_1:1416,skill_2:0,skill_3:0,team_buff:858
-,180,rd
3583,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:880,force_strike:93,skill_1:1844,skill_2:0,skill_3:0,team_buff:763
3182,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:755,force_strike:80,skill_1:1582,skill_2:0,skill_3:0,team_buff:763
-,180,krd
3941,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:968,force_strike:103,skill_1:2029,skill_2:0,skill_3:0,team_buff:840
3500,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:830,force_strike:88,skill_1:1740,skill_2:0,skill_3:0,team_buff:840
-,180,rb
3508,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:830,force_strike:103,skill_1:1731,skill_2:0,skill_3:0,team_buff:842
3121,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:709,force_strike:88,skill_1:1480,skill_2:0,skill_3:0,team_buff:842
-,180,krb
3859,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:913,force_strike:114,skill_1:1904,skill_2:0,skill_3:0,team_buff:926
3433,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:780,force_strike:97,skill_1:1628,skill_2:0,skill_3:0,team_buff:926
-,180,db
3434,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:884,force_strike:110,skill_1:1604,skill_2:0,skill_3:0,team_buff:834
3064,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:758,force_strike:94,skill_1:1376,skill_2:0,skill_3:0,team_buff:834
-,180,kdb
3777,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:973,force_strike:121,skill_1:1764,skill_2:0,skill_3:0,team_buff:918
3371,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:834,force_strike:104,skill_1:1514,skill_2:0,skill_3:0,team_buff:918
-,180,rdb
3741,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:884,force_strike:110,skill_1:1844,skill_2:0,skill_3:0,team_buff:901
3338,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:758,force_strike:94,skill_1:1582,skill_2:0,skill_3:0,team_buff:901
-,180,krdb
4115,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:973,force_strike:121,skill_1:2029,skill_2:0,skill_3:0,team_buff:991
3671,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:834,force_strike:104,skill_1:1741,skill_2:0,skill_3:0,team_buff:991
